question_id,question_name,question_content,option_id,option_content,option_correct,skill_ids
253,Class_0008,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	int x, y;
	public:
		Base(int, int);
		void Show();
};
Base::Base(int x, int y)
{
	this-&gt;x = x;
	this-&gt;y = y;
}
void Base::Show()
{
	cout &lt;&lt; this-&gt;x &lt;&lt; this-&gt;y;
}
int main()
{
	int x = 1;
	int &amp;y = x;
	Base obj(y, x);
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1296,"<p>Print 2 garbage value</p>
",0,2
254,Class_0009,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	public: 
		Base(int &amp;, int &amp;);
};
Base::Base(int &amp;x, int &amp;y)
{
	x++;
	y++;
}
int main()
{
	int x = 1, y = 2;
	Base obj(x, y);
	cout &lt;&lt; x &lt;&lt; y;
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1297,"<p>12</p>
",0,2
254,Class_0009,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	public: 
		Base(int &amp;, int &amp;);
};
Base::Base(int &amp;x, int &amp;y)
{
	x++;
	y++;
}
int main()
{
	int x = 1, y = 2;
	Base obj(x, y);
	cout &lt;&lt; x &lt;&lt; y;
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1298,"<p>23</p>
",1,2
254,Class_0009,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	public: 
		Base(int &amp;, int &amp;);
};
Base::Base(int &amp;x, int &amp;y)
{
	x++;
	y++;
}
int main()
{
	int x = 1, y = 2;
	Base obj(x, y);
	cout &lt;&lt; x &lt;&lt; y;
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1299,"<p>Print 2 garbage value</p>
",0,2
254,Class_0009,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	public: 
		Base(int &amp;, int &amp;);
};
Base::Base(int &amp;x, int &amp;y)
{
	x++;
	y++;
}
int main()
{
	int x = 1, y = 2;
	Base obj(x, y);
	cout &lt;&lt; x &lt;&lt; y;
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1300,"<p>Compile Error</p>
",0,2
254,Class_0009,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	public: 
		Base(int &amp;, int &amp;);
};
Base::Base(int &amp;x, int &amp;y)
{
	x++;
	y++;
}
int main()
{
	int x = 1, y = 2;
	Base obj(x, y);
	cout &lt;&lt; x &lt;&lt; y;
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1301,"<p>Runtime Error</p>
",0,2
254,Class_0009,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	public: 
		Base(int &amp;, int &amp;);
};
Base::Base(int &amp;x, int &amp;y)
{
	x++;
	y++;
}
int main()
{
	int x = 1, y = 2;
	Base obj(x, y);
	cout &lt;&lt; x &lt;&lt; y;
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1302,"<p>Another Answer</p>
",0,2
255,Class_0010,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	static int count;
	public:
		static void Func1();
		static void Func2(int);
		static void Show();
};
int Base::count = 0;
void Base::Func1()
{
	count = 2;
}
void Base::Func2(int x)
{
	count += x;
}
void Base::Show()
{
	cout &lt;&lt; count;
}
int main()
{
	Base::Func1();
	Base::Func2(1);
	Base::Show();
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1303,"<p>1</p>
",0,2
255,Class_0010,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	static int count;
	public:
		static void Func1();
		static void Func2(int);
		static void Show();
};
int Base::count = 0;
void Base::Func1()
{
	count = 2;
}
void Base::Func2(int x)
{
	count += x;
}
void Base::Show()
{
	cout &lt;&lt; count;
}
int main()
{
	Base::Func1();
	Base::Func2(1);
	Base::Show();
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1304,"<p>2</p>
",0,2
255,Class_0010,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	static int count;
	public:
		static void Func1();
		static void Func2(int);
		static void Show();
};
int Base::count = 0;
void Base::Func1()
{
	count = 2;
}
void Base::Func2(int x)
{
	count += x;
}
void Base::Show()
{
	cout &lt;&lt; count;
}
int main()
{
	Base::Func1();
	Base::Func2(1);
	Base::Show();
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1305,"<p>3</p>
",1,2
255,Class_0010,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	static int count;
	public:
		static void Func1();
		static void Func2(int);
		static void Show();
};
int Base::count = 0;
void Base::Func1()
{
	count = 2;
}
void Base::Func2(int x)
{
	count += x;
}
void Base::Show()
{
	cout &lt;&lt; count;
}
int main()
{
	Base::Func1();
	Base::Func2(1);
	Base::Show();
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1306,"<p>Compile Error</p>
",0,2
255,Class_0010,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	static int count;
	public:
		static void Func1();
		static void Func2(int);
		static void Show();
};
int Base::count = 0;
void Base::Func1()
{
	count = 2;
}
void Base::Func2(int x)
{
	count += x;
}
void Base::Show()
{
	cout &lt;&lt; count;
}
int main()
{
	Base::Func1();
	Base::Func2(1);
	Base::Show();
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1307,"<p>Runtime Error</p>
",0,2
255,Class_0010,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	static int count;
	public:
		static void Func1();
		static void Func2(int);
		static void Show();
};
int Base::count = 0;
void Base::Func1()
{
	count = 2;
}
void Base::Func2(int x)
{
	count += x;
}
void Base::Show()
{
	cout &lt;&lt; count;
}
int main()
{
	Base::Func1();
	Base::Func2(1);
	Base::Show();
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1308,"<p>Another Answer</p>
",0,2
256,Class_0011,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	static int count;
public:
	static void Func1();
	static void Func2(int);
	static void Show();
};
int Base::count = 0;
void Base::Func1()
{
	Base::count = 2;
}
void Base::Func2(int x)
{
	Base::count += x;
}
void Base::Show()
{
	cout &lt;&lt; Base::count;
}
int main()
{
	Base::Func1();
	Base::Func2(1);
	Base::Show();
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1309,"<p>1</p>
",0,2
256,Class_0011,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	static int count;
public:
	static void Func1();
	static void Func2(int);
	static void Show();
};
int Base::count = 0;
void Base::Func1()
{
	Base::count = 2;
}
void Base::Func2(int x)
{
	Base::count += x;
}
void Base::Show()
{
	cout &lt;&lt; Base::count;
}
int main()
{
	Base::Func1();
	Base::Func2(1);
	Base::Show();
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1310,"<p>2</p>
",0,2
256,Class_0011,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	static int count;
public:
	static void Func1();
	static void Func2(int);
	static void Show();
};
int Base::count = 0;
void Base::Func1()
{
	Base::count = 2;
}
void Base::Func2(int x)
{
	Base::count += x;
}
void Base::Show()
{
	cout &lt;&lt; Base::count;
}
int main()
{
	Base::Func1();
	Base::Func2(1);
	Base::Show();
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1311,"<p>3</p>
",1,2
256,Class_0011,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	static int count;
public:
	static void Func1();
	static void Func2(int);
	static void Show();
};
int Base::count = 0;
void Base::Func1()
{
	Base::count = 2;
}
void Base::Func2(int x)
{
	Base::count += x;
}
void Base::Show()
{
	cout &lt;&lt; Base::count;
}
int main()
{
	Base::Func1();
	Base::Func2(1);
	Base::Show();
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1312,"<p>Compile Error</p>
",0,2
256,Class_0011,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	static int count;
public:
	static void Func1();
	static void Func2(int);
	static void Show();
};
int Base::count = 0;
void Base::Func1()
{
	Base::count = 2;
}
void Base::Func2(int x)
{
	Base::count += x;
}
void Base::Show()
{
	cout &lt;&lt; Base::count;
}
int main()
{
	Base::Func1();
	Base::Func2(1);
	Base::Show();
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1313,"<p>Runtime Error</p>
",0,2
256,Class_0011,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	static int count;
public:
	static void Func1();
	static void Func2(int);
	static void Show();
};
int Base::count = 0;
void Base::Func1()
{
	Base::count = 2;
}
void Base::Func2(int x)
{
	Base::count += x;
}
void Base::Show()
{
	cout &lt;&lt; Base::count;
}
int main()
{
	Base::Func1();
	Base::Func2(1);
	Base::Show();
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1314,"<p>Another Answer</p>
",0,2
257,Class_0012,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	static int count;
public:
	static void Func1();
	static void Func2(int);
	static void Show();
};
int Base::count = 0;
void Base::Func1()
{
	this-&gt;count = 2;
}
void Base::Func2(int x)
{
	this-&gt;count += x;
}
void Base::Show()
{
	cout &lt;&lt; this-&gt;count;
}
int main()
{
	Base::Func1();
	Base::Func2(1);
	Base::Show();
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1315,"<p>1</p>
",0,2
257,Class_0012,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	static int count;
public:
	static void Func1();
	static void Func2(int);
	static void Show();
};
int Base::count = 0;
void Base::Func1()
{
	this-&gt;count = 2;
}
void Base::Func2(int x)
{
	this-&gt;count += x;
}
void Base::Show()
{
	cout &lt;&lt; this-&gt;count;
}
int main()
{
	Base::Func1();
	Base::Func2(1);
	Base::Show();
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1316,"<p>2</p>
",0,2
257,Class_0012,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	static int count;
public:
	static void Func1();
	static void Func2(int);
	static void Show();
};
int Base::count = 0;
void Base::Func1()
{
	this-&gt;count = 2;
}
void Base::Func2(int x)
{
	this-&gt;count += x;
}
void Base::Show()
{
	cout &lt;&lt; this-&gt;count;
}
int main()
{
	Base::Func1();
	Base::Func2(1);
	Base::Show();
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1317,"<p>3</p>
",0,2
257,Class_0012,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	static int count;
public:
	static void Func1();
	static void Func2(int);
	static void Show();
};
int Base::count = 0;
void Base::Func1()
{
	this-&gt;count = 2;
}
void Base::Func2(int x)
{
	this-&gt;count += x;
}
void Base::Show()
{
	cout &lt;&lt; this-&gt;count;
}
int main()
{
	Base::Func1();
	Base::Func2(1);
	Base::Show();
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1318,"<p>Compile Error</p>
",1,2
257,Class_0012,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	static int count;
public:
	static void Func1();
	static void Func2(int);
	static void Show();
};
int Base::count = 0;
void Base::Func1()
{
	this-&gt;count = 2;
}
void Base::Func2(int x)
{
	this-&gt;count += x;
}
void Base::Show()
{
	cout &lt;&lt; this-&gt;count;
}
int main()
{
	Base::Func1();
	Base::Func2(1);
	Base::Show();
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1319,"<p>Runtime Error</p>
",0,2
257,Class_0012,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	static int count;
public:
	static void Func1();
	static void Func2(int);
	static void Show();
};
int Base::count = 0;
void Base::Func1()
{
	this-&gt;count = 2;
}
void Base::Func2(int x)
{
	this-&gt;count += x;
}
void Base::Show()
{
	cout &lt;&lt; this-&gt;count;
}
int main()
{
	Base::Func1();
	Base::Func2(1);
	Base::Show();
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1320,"<p>Another Answer</p>
",0,2
258,Class_0014,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class BaseA
{
	int x, y;
	public:
		BaseA(int = 1, int = 1);
		void Show();
};
BaseA::BaseA(int x, int y)
{
	this-&gt;x = x;
	this-&gt;y = y;
}
void BaseA::Show()
{
	cout &lt;&lt; this-&gt;x * this-&gt;y;
}
class BaseB
{
	BaseA obj;
	public: 
		BaseB(int, int);
};
BaseB::BaseB(int x, int y) : obj(x, y)
{
	this-&gt;obj.Show();
}
int main()
{
	BaseB obj(1, 2);
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1321,"<p>1</p>
",0,2
258,Class_0014,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class BaseA
{
	int x, y;
	public:
		BaseA(int = 1, int = 1);
		void Show();
};
BaseA::BaseA(int x, int y)
{
	this-&gt;x = x;
	this-&gt;y = y;
}
void BaseA::Show()
{
	cout &lt;&lt; this-&gt;x * this-&gt;y;
}
class BaseB
{
	BaseA obj;
	public: 
		BaseB(int, int);
};
BaseB::BaseB(int x, int y) : obj(x, y)
{
	this-&gt;obj.Show();
}
int main()
{
	BaseB obj(1, 2);
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1322,"<p>2</p>
",1,2
258,Class_0014,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class BaseA
{
	int x, y;
	public:
		BaseA(int = 1, int = 1);
		void Show();
};
BaseA::BaseA(int x, int y)
{
	this-&gt;x = x;
	this-&gt;y = y;
}
void BaseA::Show()
{
	cout &lt;&lt; this-&gt;x * this-&gt;y;
}
class BaseB
{
	BaseA obj;
	public: 
		BaseB(int, int);
};
BaseB::BaseB(int x, int y) : obj(x, y)
{
	this-&gt;obj.Show();
}
int main()
{
	BaseB obj(1, 2);
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1323,"<p>Garbage Value</p>
",0,2
258,Class_0014,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class BaseA
{
	int x, y;
	public:
		BaseA(int = 1, int = 1);
		void Show();
};
BaseA::BaseA(int x, int y)
{
	this-&gt;x = x;
	this-&gt;y = y;
}
void BaseA::Show()
{
	cout &lt;&lt; this-&gt;x * this-&gt;y;
}
class BaseB
{
	BaseA obj;
	public: 
		BaseB(int, int);
};
BaseB::BaseB(int x, int y) : obj(x, y)
{
	this-&gt;obj.Show();
}
int main()
{
	BaseB obj(1, 2);
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1324,"<p>Compile Error</p>
",0,2
258,Class_0014,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class BaseA
{
	int x, y;
	public:
		BaseA(int = 1, int = 1);
		void Show();
};
BaseA::BaseA(int x, int y)
{
	this-&gt;x = x;
	this-&gt;y = y;
}
void BaseA::Show()
{
	cout &lt;&lt; this-&gt;x * this-&gt;y;
}
class BaseB
{
	BaseA obj;
	public: 
		BaseB(int, int);
};
BaseB::BaseB(int x, int y) : obj(x, y)
{
	this-&gt;obj.Show();
}
int main()
{
	BaseB obj(1, 2);
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1325,"<p>Runtime Error</p>
",0,2
258,Class_0014,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class BaseA
{
	int x, y;
	public:
		BaseA(int = 1, int = 1);
		void Show();
};
BaseA::BaseA(int x, int y)
{
	this-&gt;x = x;
	this-&gt;y = y;
}
void BaseA::Show()
{
	cout &lt;&lt; this-&gt;x * this-&gt;y;
}
class BaseB
{
	BaseA obj;
	public: 
		BaseB(int, int);
};
BaseB::BaseB(int x, int y) : obj(x, y)
{
	this-&gt;obj.Show();
}
int main()
{
	BaseB obj(1, 2);
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1326,"<p>Another Answer</p>
",0,2
259,Class_0015,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	int x;
	public:
		Base();
		~Base();
		void Show() const;
};
Base::Base()
{
	this-&gt;x = 1;
}
void Base::Show() const
{
	cout &lt;&lt; this-&gt;x;
}
int main()
{
	Base obj;
	obj.Show();
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1327,"<p>Compile Error</p>
",1,2
259,Class_0015,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	int x;
	public:
		Base();
		~Base();
		void Show() const;
};
Base::Base()
{
	this-&gt;x = 1;
}
void Base::Show() const
{
	cout &lt;&lt; this-&gt;x;
}
int main()
{
	Base obj;
	obj.Show();
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1328,"<p>Runtime Error</p>
",0,2
259,Class_0015,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	int x;
	public:
		Base();
		~Base();
		void Show() const;
};
Base::Base()
{
	this-&gt;x = 1;
}
void Base::Show() const
{
	cout &lt;&lt; this-&gt;x;
}
int main()
{
	Base obj;
	obj.Show();
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1329,"<p>Another Answer</p>
",0,2
259,Class_0015,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	int x;
	public:
		Base();
		~Base();
		void Show() const;
};
Base::Base()
{
	this-&gt;x = 1;
}
void Base::Show() const
{
	cout &lt;&lt; this-&gt;x;
}
int main()
{
	Base obj;
	obj.Show();
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1330,"<p>1</p>
",0,2
259,Class_0015,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	int x;
	public:
		Base();
		~Base();
		void Show() const;
};
Base::Base()
{
	this-&gt;x = 1;
}
void Base::Show() const
{
	cout &lt;&lt; this-&gt;x;
}
int main()
{
	Base obj;
	obj.Show();
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1331,"<p>Garbage value</p>
",0,2
260,Class_0017,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	public: 
		int x;
};
int main()
{
	Base *ptr = new Base();
	(*ptr).x = 1;
	cout &lt;&lt; (*ptr).x &lt;&lt; ptr-&gt;x;
	ptr-&gt;x = 2;
	cout &lt;&lt; (*ptr).x &lt;&lt; ptr-&gt;x;
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1332,"<p>1122</p>
",1,2
260,Class_0017,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	public: 
		int x;
};
int main()
{
	Base *ptr = new Base();
	(*ptr).x = 1;
	cout &lt;&lt; (*ptr).x &lt;&lt; ptr-&gt;x;
	ptr-&gt;x = 2;
	cout &lt;&lt; (*ptr).x &lt;&lt; ptr-&gt;x;
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1333,"<p>Print 4 garbage value</p>
",0,2
260,Class_0017,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	public: 
		int x;
};
int main()
{
	Base *ptr = new Base();
	(*ptr).x = 1;
	cout &lt;&lt; (*ptr).x &lt;&lt; ptr-&gt;x;
	ptr-&gt;x = 2;
	cout &lt;&lt; (*ptr).x &lt;&lt; ptr-&gt;x;
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1334,"<p>Compile Error</p>
",0,2
260,Class_0017,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	public: 
		int x;
};
int main()
{
	Base *ptr = new Base();
	(*ptr).x = 1;
	cout &lt;&lt; (*ptr).x &lt;&lt; ptr-&gt;x;
	ptr-&gt;x = 2;
	cout &lt;&lt; (*ptr).x &lt;&lt; ptr-&gt;x;
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1335,"<p>Runtime Error</p>
",0,2
260,Class_0017,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	public: 
		int x;
};
int main()
{
	Base *ptr = new Base();
	(*ptr).x = 1;
	cout &lt;&lt; (*ptr).x &lt;&lt; ptr-&gt;x;
	ptr-&gt;x = 2;
	cout &lt;&lt; (*ptr).x &lt;&lt; ptr-&gt;x;
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1336,"<p>Another Answer</p>
",0,2
261,Class_0018,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	static int count;
	public:
		static void SetData(int);
		void Show();
};
int Base::count = 0;
void Base::SetData(int count)
{
	Base::count = count;
}
void Base::Show()
{
	cout &lt;&lt; Base::count;
}
int main()
{
	Base::SetData(1);
	Base::Show();
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1337,"<p>0</p>
",0,2
261,Class_0018,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	static int count;
	public:
		static void SetData(int);
		void Show();
};
int Base::count = 0;
void Base::SetData(int count)
{
	Base::count = count;
}
void Base::Show()
{
	cout &lt;&lt; Base::count;
}
int main()
{
	Base::SetData(1);
	Base::Show();
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1338,"<p>1</p>
",0,2
261,Class_0018,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	static int count;
	public:
		static void SetData(int);
		void Show();
};
int Base::count = 0;
void Base::SetData(int count)
{
	Base::count = count;
}
void Base::Show()
{
	cout &lt;&lt; Base::count;
}
int main()
{
	Base::SetData(1);
	Base::Show();
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1339,"<p>Garbage value</p>
",0,2
261,Class_0018,"<p>Kết quả thực hiện đoạn chương tr&igrave;nh sau l&agrave; g&igrave;?</p>

<pre>
<code class=""language-cpp"">#include &lt;iostream&gt;
using namespace std;
class Base
{
	static int count;
	public:
		static void SetData(int);
		void Show();
};
int Base::count = 0;
void Base::SetData(int count)
{
	Base::count = count;
}
void Base::Show()
{
	cout &lt;&lt; Base::count;
}
int main()
{
	Base::SetData(1);
	Base::Show();
	system(""pause"");
	return 0;
}</code></pre>

<p>&nbsp;</p>
",1340,"<p>Compile Error</p>
",1,2
